Date,MMWR_week,Location,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Additional_Doses,Additional_Doses_Vax_Pct
5/4/2022,18,AK,510858,69.8,455908,62.3,197056,43.2
5/4/2022,18,FM,67359,65.8,56872,55.6,15601,27.4
5/4/2022,18,ND,494457,64.9,418520,54.9,169243,40.4
5/4/2022,18,UT,2311518,72.1,2060458,64.3,916669,44.5
5/4/2022,18,HI,1238038,87.4,1108346,78.3,567298,51.2
5/4/2022,18,GU,153661,91.2,139304,82.7,61128,43.9
5/4/2022,18,NV,2318755,75.3,1873841,60.8,724102,38.6
5/4/2022,18,MT,697443,65.3,606972,56.8,290033,47.8
5/4/2022,18,PR,3033624,95,2652295,83,1545234,58.3
5/4/2022,18,CA,33104850,83.8,28483266,72.1,14480298,50.8
5/4/2022,18,NY,17549207,90.2,14971125,77,6827172,45.6
5/4/2022,18,VI,69275,65.2,56811,53.4,17432,30.7
5/4/2022,18,KS,2170771,74.5,1790439,61.5,765207,42.7
5/4/2022,18,VA,7317991,85.7,6251399,73.2,2956680,47.3
5/4/2022,18,PA,10872350,84.9,8767794,68.5,3741829,42.7
5/4/2022,18,CO,4572365,79.4,4046534,70.3,2101719,51.9
5/3/2022,18,VA2,3448998,0,2949366,0,1145526,38.8
5/3/2022,18,IN,4137230,61.5,3691902,54.8,1695964,45.9
5/3/2022,18,NJ,8029891,90.4,6719106,75.6,3188705,47.5
5/3/2022,18,WA,6153148,80.8,5527850,72.6,2888813,52.3
5/3/2022,18,MT,697420,65.3,606954,56.8,290011,47.8
5/3/2022,18,CT,3408735,95,2824639,79.2,1459968,51.7
5/3/2022,18,ND,494416,64.9,418475,54.9,169201,40.4
5/3/2022,18,NM,1839087,87.7,1491070,71.1,741042,49.7
5/3/2022,18,DE,809599,83.1,673441,69.2,307233,45.6
5/3/2022,18,UT,2311462,72.1,2060434,64.3,916650,44.5
5/3/2022,18,MH,34113,43.9,27354,35.2,6968,25.5
5/3/2022,18,LA,2836102,61,2486623,53.5,981308,39.5
5/3/2022,18,TX,21212552,73.2,17821486,61.5,6789137,38.1
5/3/2022,18,NV,2318282,75.3,1873485,60.8,723642,38.6
5/3/2022,18,NE,1359552,70.3,1229818,63.6,622174,50.6
5/3/2022,18,MO,4062942,66.2,3441835,56.1,1460186,42.4
5/3/2022,18,RI,1044701,95,874666,82.6,468445,53.6
5/3/2022,18,NY,17545525,90.2,14966741,76.9,6822532,45.6
5/3/2022,18,FL,17038777,79.3,14390827,67,5792075,40.2
5/3/2022,18,MD,5228915,86.5,4574076,75.7,2325500,50.8
5/3/2022,18,OH,7429211,63.6,6826298,58.4,3552499,52
5/3/2022,18,MN,4234191,75.1,3900746,69.2,2244850,57.5
5/3/2022,18,US,257823699,77.7,219849502,66.2,100830885,45.9
5/3/2022,18,AL,3075618,62.7,2506330,51.1,893084,35.6
5/3/2022,18,OR,3285591,77.9,2937488,69.6,1569072,53.4
10/25/2021,43,UT,1945560,60.7,1700674,53,95849,5.6
5/3/2022,18,PR,3033155,95,2651906,83,1544321,58.2
5/3/2022,18,MA,6772173,95,5445948,79,2791763,51.3
5/3/2022,18,AZ,5318887,73.1,4483438,61.6,1880051,41.9
5/3/2022,18,PW,20413,94.8,18155,84.3,11375,62.7
5/3/2022,18,IH2,1095780,52.6,871005,41.8,273895,31.4
5/3/2022,18,KY,2955744,66.2,2564075,57.4,1134947,44.3
5/3/2022,18,KS,2170376,74.5,1789975,61.4,764679,42.7
5/3/2022,18,OK,2813745,71.1,2265850,57.3,849756,37.5
5/3/2022,18,MP,45494,87.7,43292,83.5,20958,48.4
5/3/2022,18,SC,3483802,67.7,2936920,57,1174041,40
5/3/2022,18,WI,4183035,71.8,3817868,65.6,2145465,56.2
5/3/2022,18,VT,583492,93.5,506549,81.2,305909,60.4
5/3/2022,18,FM,67357,65.8,56870,55.6,15598,27.4
5/3/2022,18,NC,8833649,84.2,6413003,61.1,1700518,26.5
5/3/2022,18,AS,45155,95,41468,87.5,22311,53.8
5/3/2022,18,HI,1237810,87.4,1108161,78.3,566845,51.2
5/3/2022,18,GU,153622,91.2,139247,82.6,61057,43.8
5/3/2022,18,TN,4246338,62.2,3723169,54.5,1637456,44
5/3/2022,18,DD2,4237176,0,3178223,0,1862,0.1
5/3/2022,18,MI,6688069,67,6007791,60.2,3259474,54.3
5/3/2022,18,AR,2012787,66.7,1643063,54.4,651893,39.7
5/3/2022,18,CA,33096715,83.8,28477440,72.1,14467947,50.8
5/3/2022,18,MS,1773774,59.6,1542554,51.8,574705,37.3
5/3/2022,18,IL,9720742,76.7,8714305,68.8,4465722,51.2
5/3/2022,18,IA,2143953,68,1955023,62,1036877,53
5/3/2022,18,AK,510780,69.8,455853,62.3,196941,43.2
5/3/2022,18,DC,713300,95,547138,77.5,218097,39.9
5/3/2022,18,CO,4571539,79.4,4045796,70.3,2100545,51.9
5/3/2022,18,PA,10868704,84.9,8763936,68.5,3739074,42.7
5/3/2022,18,GA,6943651,65.4,5814361,54.8,2186787,37.6
5/3/2022,18,ID,1092208,61.1,966283,54.1,407550,42.2
5/3/2022,18,BP2,145992,0,134930,0,48275,35.8
5/3/2022,18,ME,1216511,90.5,1069940,79.6,598128,55.9
5/3/2022,18,VI,69215,65.1,56786,53.4,17358,30.6
5/3/2022,18,NH,1197987,88.1,956700,70.4,424921,44.4
5/3/2022,18,SD,677125,76.5,543857,61.5,226867,41.7
5/3/2022,18,VA,7315544,85.7,6248303,73.2,2954368,47.3
5/3/2022,18,WY,340514,58.8,298617,51.6,129010,43.2
5/3/2022,18,WV,1164903,65,1032008,57.6,472239,45.8
5/2/2022,18,US,257747817,77.6,219778035,66.2,100724751,45.8
5/2/2022,18,NJ,8027199,90.4,6717491,75.6,3185335,47.4
5/2/2022,18,FL,17035838,79.3,14388458,67,5788473,40.2
5/2/2022,18,SD,676812,76.5,543477,61.4,226510,41.7
5/2/2022,18,ND,494374,64.9,418448,54.9,169165,40.4
5/2/2022,18,NY,17543057,90.2,14964131,76.9,6819622,45.6
5/2/2022,18,VA,7314619,85.7,6247522,73.2,2953336,47.3
5/2/2022,18,UT,2311410,72.1,2060420,64.3,916640,44.5
10/25/2021,43,AS,35202,63.2,30797,55.3,20,0.1
5/2/2022,18,NM,1838772,87.7,1490899,71.1,740800,49.7
5/2/2022,18,OK,2812852,71.1,2264789,57.2,848648,37.5
5/2/2022,18,IN,4136805,61.4,3691560,54.8,1695307,45.9
5/2/2022,18,DE,809259,83.1,672984,69.1,306639,45.6
5/2/2022,18,MA,6767555,95,5442268,79,2786950,51.2
5/2/2022,18,MP,45464,87.7,43268,83.4,20923,48.4
5/2/2022,18,FM,67110,65.6,56666,55.4,15010,26.5
5/2/2022,18,PA,10866570,84.9,8761908,68.4,3737094,42.7
5/2/2022,18,MT,696858,65.2,606316,56.7,288923,47.7
5/2/2022,18,DC,713148,95,547037,77.5,218047,39.9
5/2/2022,18,RI,1043484,95,874063,82.5,467976,53.5
5/2/2022,18,MD,5227858,86.5,4573079,75.6,2324139,50.8
5/2/2022,18,GA,6937891,65.3,5807852,54.7,2175394,37.5
5/2/2022,18,MH,34113,43.9,27354,35.2,6968,25.5
5/2/2022,18,TX,21205061,73.1,17816076,61.4,6783803,38.1
5/2/2022,18,NV,2317905,75.3,1873213,60.8,723261,38.6
5/2/2022,18,DD2,4235669,0,3177921,0,1862,0.1
5/2/2022,18,SC,3465819,67.3,2917059,56.7,1142845,39.2
5/2/2022,18,MO,4061666,66.2,3440155,56.1,1458147,42.4
5/2/2022,18,NC,8831236,84.2,6410611,61.1,1699801,26.5
5/2/2022,18,MS,1773298,59.6,1542037,51.8,573934,37.2
5/2/2022,18,TN,4245134,62.2,3721698,54.5,1635449,43.9
5/2/2022,18,LA,2835880,61,2486445,53.5,981056,39.5
5/2/2022,18,OH,7428524,63.6,6825732,58.4,3551634,52
5/2/2022,18,VT,583312,93.5,506395,81.2,305587,60.3
5/2/2022,18,IL,9719223,76.7,8713138,68.8,4463955,51.2
5/2/2022,18,ID,1092082,61.1,966182,54.1,407480,42.2
5/2/2022,18,WI,4182104,71.8,3816806,65.6,2143202,56.2
5/2/2022,18,KS,2169971,74.5,1789515,61.4,764084,42.7
5/2/2022,18,IH2,1095747,52.6,870972,41.8,273852,31.4
5/2/2022,18,IA,2143373,67.9,1954239,61.9,1035769,53
5/2/2022,18,ME,1216113,90.5,1069510,79.6,597216,55.8
5/2/2022,18,GU,153603,91.2,139221,82.6,61000,43.8
5/2/2022,18,AZ,5318110,73.1,4482914,61.6,1879136,41.9
5/2/2022,18,VA2,3448998,0,2949366,0,1145526,38.8
5/2/2022,18,CA,33093109,83.8,28475021,72.1,14463016,50.8
5/2/2022,18,CT,3408122,95,2824231,79.2,1459364,51.7
5/2/2022,18,WV,1164555,65,1031662,57.6,471705,45.7
5/2/2022,18,HI,1237468,87.4,1107763,78.2,566064,51.1
5/2/2022,18,OR,3285372,77.9,2937332,69.6,1568794,53.4
5/2/2022,18,AR,2012662,66.7,1642958,54.4,651808,39.7
5/2/2022,18,WA,6150927,80.8,5525655,72.6,2884679,52.2
5/2/2022,18,KY,2955530,66.2,2563921,57.4,1134779,44.3
5/2/2022,18,PW,20413,94.8,18155,84.3,11375,62.7
5/2/2022,18,BP2,145736,0,134688,0,47936,35.6
5/2/2022,18,CO,4570138,79.4,4044303,70.2,2097297,51.9
5/2/2022,18,NH,1197591,88.1,956380,70.3,423933,44.3
5/2/2022,18,AS,45155,95,41468,87.5,22311,53.8
5/2/2022,18,MI,6687389,67,6007188,60.2,3258564,54.2
5/2/2022,18,MN,4233903,75.1,3900467,69.2,2244438,57.5
5/2/2022,18,PR,3032379,94.9,2651110,83,1542793,58.2
5/2/2022,18,AL,3075480,62.7,2506225,51.1,892990,35.6
5/2/2022,18,NE,1359511,70.3,1229788,63.6,622158,50.6
5/2/2022,18,VI,69161,65.1,56769,53.4,17311,30.5
5/2/2022,18,AK,510725,69.8,455827,62.3,196890,43.2
5/2/2022,18,WY,340391,58.8,298516,51.6,128860,43.2
5/1/2022,18,DC,693721,95,524702,74.3,201556,38.4
5/1/2022,18,CO,4570000,79.4,4044229,70.2,2097280,51.9
5/1/2022,18,IA,2143369,67.9,1954232,61.9,1035760,53
5/1/2022,18,AR,2012080,66.7,1642395,54.4,651024,39.6
5/1/2022,18,MO,4061626,66.2,3440140,56.1,1458122,42.4
5/1/2022,18,MH,34113,43.9,27354,35.2,6968,25.5
5/1/2022,18,PA,10864977,84.9,8759921,68.4,3735201,42.6
5/1/2022,18,OK,2812725,71.1,2264685,57.2,848623,37.5
5/1/2022,18,MN,4233727,75.1,3900268,69.2,2244034,57.5
5/1/2022,18,OR,3284974,77.9,2936965,69.6,1568073,53.4
5/1/2022,18,NH,1195944,88,954993,70.2,420587,44
5/1/2022,18,PR,3032346,94.9,2651103,83,1542789,58.2
5/1/2022,18,WV,1164539,65,1031640,57.6,471695,45.7
5/1/2022,18,WA,6150810,80.8,5525600,72.6,2884648,52.2
5/1/2022,18,AL,3075228,62.7,2506023,51.1,892770,35.6
5/1/2022,18,NM,1838446,87.7,1490635,71.1,740500,49.7
5/1/2022,18,MP,45464,87.7,43268,83.4,20923,48.4
5/1/2022,18,GA,6937755,65.3,5807792,54.7,2175361,37.5
5/1/2022,18,SC,3465743,67.3,2917027,56.7,1142818,39.2
5/1/2022,18,NJ,8026327,90.4,6716618,75.6,3183914,47.4
5/1/2022,18,WI,4182054,71.8,3816761,65.6,2143172,56.2
5/1/2022,18,TN,4245089,62.2,3721667,54.5,1635440,43.9
5/1/2022,18,AK,510597,69.8,455688,62.3,196640,43.2
5/1/2022,18,PW,20402,94.8,18136,84.2,11352,62.6
5/1/2022,18,MS,1773260,59.6,1542028,51.8,573930,37.2
5/1/2022,18,UT,2311386,72.1,2060398,64.3,916629,44.5
5/1/2022,18,FM,67110,65.6,56666,55.4,15010,26.5
5/1/2022,18,NE,1359492,70.3,1229780,63.6,622154,50.6
5/1/2022,18,VA2,3448918,0,2949291,0,1145447,38.8
5/1/2022,18,GU,153603,91.2,139221,82.6,61000,43.8
5/1/2022,18,RI,1043403,95,873971,82.5,467810,53.5
5/1/2022,18,MT,696847,65.2,606312,56.7,288919,47.7
5/1/2022,18,US,257699646,77.6,219729731,66.2,100670270,45.8
5/1/2022,18,VT,583231,93.5,506360,81.1,305575,60.3
5/1/2022,18,MI,6686850,67,6006527,60.1,3257560,54.2
5/1/2022,18,FL,17033775,79.3,14386647,67,5785029,40.2
5/1/2022,18,IN,4136426,61.4,3691239,54.8,1694695,45.9
5/1/2022,18,DD2,4234173,0,3177603,0,1861,0.1
5/1/2022,18,BP2,145736,0,134688,0,47936,35.6
5/1/2022,18,DE,809235,83.1,672978,69.1,306624,45.6
5/1/2022,18,AZ,5317415,73.1,4482397,61.6,1878188,41.9
5/1/2022,18,ID,1092022,61.1,966108,54.1,407406,42.2
5/1/2022,18,VA,7313548,85.7,6246457,73.2,2951915,47.3
5/1/2022,18,TX,21201815,73.1,17813856,61.4,6780631,38.1
5/1/2022,18,HI,1237440,87.4,1107743,78.2,566056,51.1
5/1/2022,18,WY,340381,58.8,298511,51.6,128857,43.2
5/1/2022,18,MD,5227471,86.5,4572554,75.6,2323010,50.8
5/1/2022,18,SD,676763,76.5,543439,61.4,226498,41.7
5/1/2022,18,ME,1215758,90.4,1069314,79.5,597192,55.8
5/1/2022,18,ND,494362,64.9,418443,54.9,169150,40.4
5/1/2022,18,IL,9717541,76.7,8711648,68.7,4462028,51.2
5/1/2022,18,NV,2317668,75.2,1872966,60.8,722902,38.6
5/1/2022,18,CA,33088940,83.7,28471626,72.1,14455575,50.8
5/1/2022,18,AS,45155,95,41468,87.5,22311,53.8
5/1/2022,18,NY,17541301,90.2,14961860,76.9,6817071,45.6
5/1/2022,18,IH2,1095709,52.6,870954,41.8,273829,31.4
5/1/2022,18,VI,69161,65.1,56769,53.4,17311,30.5
5/1/2022,18,OH,7427690,63.5,6824574,58.4,3549994,52
5/1/2022,18,KY,2955257,66.1,2563612,57.4,1134357,44.2
5/1/2022,18,LA,2835848,61,2486429,53.5,981046,39.5
5/1/2022,18,KS,2169947,74.5,1789503,61.4,764080,42.7
5/1/2022,18,CT,3407142,95,2823555,79.2,1458752,51.7
5/1/2022,18,MA,6767119,95,5441949,79,2786822,51.2
5/1/2022,18,NC,8829444,84.2,6408857,61.1,1698696,26.5
4/30/2022,17,CO,4569153,79.3,4043380,70.2,2095882,51.8
4/30/2022,17,AZ,5315826,73,4480899,61.6,1875870,41.9
4/30/2022,17,OK,2812501,71.1,2264468,57.2,848545,37.5
4/30/2022,17,ME,1215470,90.4,1069169,79.5,597153,55.9
4/30/2022,17,AL,3074526,62.7,2505234,51.1,891838,35.6
4/30/2022,17,IA,2143331,67.9,1954205,61.9,1035733,53
4/30/2022,17,AK,510557,69.8,455667,62.3,196628,43.2
4/30/2022,17,WV,1164464,65,1031599,57.6,471672,45.7
4/30/2022,17,KY,2954747,66.1,2563070,57.4,1133608,44.2
4/30/2022,17,DE,809202,83.1,672952,69.1,306604,45.6
4/30/2022,17,VA,7311573,85.7,6244547,73.2,2949413,47.2
10/25/2021,43,VA,6021704,70.5,5349949,62.7,390330,7.3
4/30/2022,17,MO,4061446,66.2,3440032,56.1,1458037,42.4
4/30/2022,17,FL,17026945,79.3,14381008,67,5779319,40.2
4/30/2022,17,NE,1359466,70.3,1229754,63.6,622147,50.6
4/30/2022,17,SC,3465485,67.3,2916876,56.7,1142779,39.2
4/30/2022,17,OR,3283902,77.9,2935871,69.6,1565747,53.3
4/30/2022,17,PA,10861942,84.8,8756552,68.4,3732119,42.6
4/30/2022,17,ID,1091868,61.1,965930,54.1,407045,42.1
4/30/2022,17,HI,1237378,87.4,1107710,78.2,566033,51.1
4/30/2022,17,NH,1195804,87.9,954834,70.2,420515,44
4/30/2022,17,GA,6937572,65.3,5807696,54.7,2175332,37.5
4/30/2022,17,MN,4232934,75.1,3899291,69.1,2242235,57.5
10/25/2021,43,PA,9797149,76.5,7697728,60.1,350773,4.6
4/30/2022,17,OH,7426443,63.5,6823281,58.4,3547488,52
4/30/2022,17,NC,8826274,84.2,6405778,61.1,1696426,26.5
4/30/2022,17,MH,34113,43.9,27354,35.2,6968,25.5
4/30/2022,17,RI,1043195,95,873771,82.5,467465,53.5
4/30/2022,17,WI,4181818,71.8,3816557,65.5,2143050,56.2
4/30/2022,17,TN,4245008,62.2,3721623,54.5,1635409,43.9
4/30/2022,17,IL,9710589,76.6,8705104,68.7,4455380,51.2
4/30/2022,17,DD2,4231908,0,3176546,0,1860,0.1
4/30/2022,17,IH2,1095322,52.6,870559,41.8,273449,31.4
4/30/2022,17,WY,340350,58.8,298488,51.6,128843,43.2
4/30/2022,17,PW,20402,94.8,18136,84.2,11352,62.6
4/30/2022,17,MA,6766768,95,5441750,79,2786669,51.2
12/20/2020,52,NE,0,0,0,0,,0
4/30/2022,17,VT,583129,93.5,506251,81.1,305314,60.3
4/30/2022,17,TX,21197597,73.1,17809927,61.4,6776268,38
4/30/2022,17,WA,6150573,80.8,5525460,72.6,2884524,52.2
4/30/2022,17,UT,2311326,72.1,2060369,64.3,916610,44.5
4/30/2022,17,GU,153602,91.2,139221,82.6,61000,43.8
4/30/2022,17,IN,4135482,61.4,3690380,54.8,1693251,45.9
4/30/2022,17,NM,1837743,87.6,1490068,71.1,739576,49.6
4/30/2022,17,NJ,8024880,90.3,6715296,75.6,3181984,47.4
4/30/2022,17,KS,2169343,74.5,1788832,61.4,763267,42.7
4/30/2022,17,MT,696821,65.2,606290,56.7,288886,47.6
4/30/2022,17,MP,45464,87.7,43268,83.4,20923,48.4
4/30/2022,17,VA2,3447451,0,2948696,0,1144360,38.8
4/30/2022,17,AR,2012031,66.7,1642377,54.4,650999,39.6
4/30/2022,17,SD,676655,76.5,543374,61.4,226441,41.7
4/30/2022,17,DC,692989,95,523880,74.2,200628,38.3
4/30/2022,17,BP2,145736,0,134688,0,47936,35.6
4/30/2022,17,AS,45155,95,41468,87.5,22311,53.8
4/30/2022,17,FM,67109,65.6,56665,55.4,15010,26.5
4/30/2022,17,NV,2317089,75.2,1872419,60.8,722121,38.6
4/30/2022,17,NY,17538372,90.2,14958360,76.9,6813257,45.5
4/30/2022,17,CT,3406308,95,2822897,79.2,1457769,51.6
4/30/2022,17,VI,69160,65.1,56768,53.4,17311,30.5
4/30/2022,17,LA,2835372,61,2485971,53.5,980175,39.4
4/30/2022,17,US,257641065,77.6,219675939,66.2,100600067,45.8
4/30/2022,17,MD,5226682,86.5,4571786,75.6,2321887,50.8
4/30/2022,17,ND,494318,64.9,418417,54.9,169128,40.4
4/30/2022,17,CA,33078770,83.7,28464015,72,14439723,50.7
4/30/2022,17,MI,6685773,66.9,6005191,60.1,3255599,54.2
4/30/2022,17,MS,1773208,59.6,1542003,51.8,573915,37.2
4/30/2022,17,PR,3032303,94.9,2651087,83,1542786,58.2
4/29/2022,17,IH2,1094959,52.6,870204,41.8,273019,31.4
4/29/2022,17,IN,4134715,61.4,3689609,54.8,1691798,45.9
4/29/2022,17,DD2,4228337,0,3175100,0,1859,0.1
4/29/2022,17,VI,69158,65.1,56768,53.4,17310,30.5
4/29/2022,17,MH,33584,43.2,27081,34.8,6753,24.9
4/29/2022,17,SD,676358,76.5,543078,61.4,226090,41.6
4/29/2022,17,OH,7425093,63.5,6821822,58.4,3545141,52
4/29/2022,17,UT,2311253,72.1,2060334,64.3,916579,44.5
4/29/2022,17,MT,696728,65.2,606240,56.7,288830,47.6
4/29/2022,17,WI,4180949,71.8,3815607,65.5,2141338,56.1
4/29/2022,17,WV,1164212,65,1031392,57.6,471290,45.7
4/29/2022,17,OR,3283183,77.8,2935101,69.6,1564243,53.3
4/29/2022,17,SC,3465183,67.3,2916631,56.6,1142725,39.2
4/29/2022,17,TX,21189193,73.1,17802820,61.4,6767741,38
4/29/2022,17,DE,808940,83.1,672736,69.1,306290,45.5
4/29/2022,17,CA,33065301,83.7,28456075,72,14424600,50.7
4/29/2022,17,VA2,3445901,0,2947993,0,1142987,38.8
4/29/2022,17,AL,3073984,62.7,2504640,51.1,891103,35.6
4/29/2022,17,AR,2011487,66.7,1641802,54.4,650256,39.6
4/29/2022,17,NE,1359156,70.3,1229392,63.6,621638,50.6
4/29/2022,17,KY,2954188,66.1,2562557,57.4,1132891,44.2
4/29/2022,17,NV,2316445,75.2,1871826,60.8,721389,38.5
4/29/2022,17,MO,4060562,66.2,3439112,56,1456885,42.4
4/29/2022,17,LA,2834870,61,2485458,53.5,979375,39.4
4/29/2022,17,GU,153512,91.1,139146,82.6,60846,43.7
4/29/2022,17,AK,510342,69.8,455474,62.3,196314,43.1
4/29/2022,17,PA,10856774,84.8,8751966,68.4,3728233,42.6
4/29/2022,17,NM,1837279,87.6,1489688,71,739024,49.6
4/29/2022,17,VA,7309553,85.6,6242700,73.1,2947374,47.2
4/29/2022,17,NJ,8022752,90.3,6713281,75.6,3178796,47.4
4/29/2022,17,AS,45155,95,41468,87.5,22311,53.8
4/29/2022,17,GA,6937317,65.3,5807531,54.7,2175275,37.5
4/29/2022,17,WY,340278,58.8,298408,51.6,128740,43.1
4/29/2022,17,HI,1237128,87.4,1107507,78.2,565630,51.1
4/29/2022,17,OK,2811286,71,2263194,57.2,847156,37.4
4/29/2022,17,BP2,145736,0,134688,0,47936,35.6
4/29/2022,17,AZ,5314111,73,4479487,61.5,1873419,41.8
4/29/2022,17,US,257565087,77.6,219610128,66.1,100509996,45.8
4/29/2022,17,MN,4232274,75,3898524,69.1,2240680,57.5
4/29/2022,17,IA,2142994,67.9,1953789,61.9,1035088,53
4/29/2022,17,DC,691833,95,523005,74.1,199376,38.1
4/29/2022,17,PR,3031615,94.9,2650223,83,1540777,58.1
4/29/2022,17,RI,1042977,95,873564,82.5,467141,53.5
4/29/2022,17,ND,494224,64.9,418343,54.9,169045,40.4
4/29/2022,17,KS,2168805,74.4,1788203,61.4,762466,42.6
4/29/2022,17,CO,4568876,79.3,4043194,70.2,2095822,51.8
4/29/2022,17,CT,3405285,95,2822081,79.2,1456734,51.6
4/29/2022,17,FL,17023097,79.3,14377681,66.9,5774086,40.2
4/29/2022,17,IL,9706306,76.6,8701348,68.7,4450665,51.1
4/29/2022,17,VT,583008,93.4,506143,81.1,305066,60.3
4/29/2022,17,ME,1214980,90.4,1068776,79.5,596548,55.8
4/29/2022,17,PW,20402,94.8,18136,84.2,11352,62.6
4/29/2022,17,TN,4244190,62.1,3720791,54.5,1634084,43.9
4/29/2022,17,ID,1091627,61.1,965632,54,406690,42.1
4/29/2022,17,MI,6684631,66.9,6003969,60.1,3253623,54.2
4/29/2022,17,MA,6764083,95,5439828,78.9,2784142,51.2
4/29/2022,17,WA,6149327,80.8,5524269,72.5,2882512,52.2
4/29/2022,17,MD,5224591,86.4,4569613,75.6,2319345,50.8
4/29/2022,17,FM,67107,65.6,56663,55.4,15008,26.5
4/29/2022,17,MP,45464,87.7,43268,83.4,20923,48.4
4/29/2022,17,NY,17534510,90.1,14953770,76.9,6807386,45.5
4/29/2022,17,NH,1195633,87.9,954664,70.2,420437,44
4/29/2022,17,NC,8822710,84.1,6401989,61,1694165,26.5
4/29/2022,17,MS,1772800,59.6,1541602,51.8,573409,37.2
4/28/2022,17,KS,2168282,74.4,1787573,61.4,761805,42.6
4/28/2022,17,MD,5222316,86.4,4567278,75.5,2316081,50.7
4/28/2022,17,MP,45464,87.7,43268,83.4,20923,48.4
4/28/2022,17,VA2,3444350,0,2947242,0,1141550,38.7
4/28/2022,17,TN,4243360,62.1,3719940,54.5,1632880,43.9
4/28/2022,17,MH,33584,43.2,27080,34.8,6753,24.9
4/28/2022,17,ND,494147,64.8,418277,54.9,168960,40.4
4/28/2022,17,WI,4180068,71.8,3814685,65.5,2139731,56.1
4/28/2022,17,FL,17018456,79.2,14374253,66.9,5768622,40.1
4/28/2022,17,WA,6148032,80.7,5523081,72.5,2880618,52.2
4/28/2022,17,OH,7423798,63.5,6820544,58.3,3542660,51.9
4/28/2022,17,AS,45111,95,41405,87.4,22161,53.5
4/28/2022,17,OK,2810962,71,2262941,57.2,847050,37.4
4/28/2022,17,NC,8818784,84.1,6398376,61,1692228,26.4
4/28/2022,17,DD2,4222399,0,3173737,0,1856,0.1
4/28/2022,17,GU,153505,91.1,139143,82.6,60845,43.7
4/28/2022,17,PR,3029858,94.9,2648297,82.9,1535590,58
4/28/2022,17,AZ,5312608,73,4478221,61.5,1871498,41.8
4/28/2022,17,RI,1042589,95,873255,82.4,466675,53.4
4/28/2022,17,BP2,145736,0,134688,0,47935,35.6
4/28/2022,17,IN,4133877,61.4,3688866,54.8,1690487,45.8
4/28/2022,17,AK,510260,69.8,455411,62.3,196302,43.1
4/28/2022,17,LA,2834329,61,2484925,53.5,978539,39.4
4/28/2022,17,MA,6761570,95,5438006,78.9,2781816,51.2
4/28/2022,17,DC,691407,95,522640,74.1,198873,38.1
4/28/2022,17,CA,33048807,83.6,28448691,72,14410612,50.7
4/28/2022,17,AL,3073336,62.7,2503983,51.1,890271,35.6
4/28/2022,17,MS,1772348,59.6,1541191,51.8,572820,37.2
4/28/2022,17,OR,3282515,77.8,2934467,69.6,1562971,53.3
4/28/2022,17,VT,582880,93.4,506000,81.1,304818,60.2
4/28/2022,17,KY,2953574,66.1,2561976,57.3,1132145,44.2
4/28/2022,17,CT,3404240,95,2821249,79.1,1455723,51.6
4/28/2022,17,NM,1836260,87.6,1488965,71,737680,49.5
4/28/2022,17,ID,1091345,61.1,965384,54,406325,42.1
4/28/2022,17,VA,7306678,85.6,6240886,73.1,2945110,47.2
4/28/2022,17,SD,676095,76.4,542777,61.4,225820,41.6
4/28/2022,17,MI,6683398,66.9,6002679,60.1,3251234,54.2
4/28/2022,17,CO,4567924,79.3,4042299,70.2,2094241,51.8
4/28/2022,17,UT,2308259,72,2057276,64.2,911569,44.3
4/28/2022,17,MT,696671,65.2,606208,56.7,288780,47.6
4/28/2022,17,FM,67106,65.6,56663,55.4,15008,26.5
4/28/2022,17,IH2,1094637,52.6,869883,41.8,272606,31.3
4/28/2022,17,IL,9719568,76.7,8708021,68.7,4447651,51.1
4/28/2022,17,MN,4231515,75,3897629,69.1,2238919,57.4
4/28/2022,17,HI,1236907,87.4,1107310,78.2,565238,51
4/28/2022,17,NH,1195268,87.9,954235,70.2,419790,44
4/28/2022,17,MO,4059738,66.1,3438275,56,1455866,42.3
4/28/2022,17,WY,340155,58.8,298297,51.5,128630,43.1
4/28/2022,17,PA,10851159,84.8,8745999,68.3,3722234,42.6
4/28/2022,17,DE,808681,83,672434,69.1,305851,45.5
4/28/2022,17,TX,21180304,73,17795667,61.4,6760070,38
4/28/2022,17,VI,69121,65,56747,53.4,17208,30.3
4/28/2022,17,AR,2011009,66.6,1641408,54.4,649641,39.6
4/28/2022,17,NV,2315860,75.2,1871389,60.8,720822,38.5
4/28/2022,17,NY,17530995,90.1,14949546,76.8,6802166,45.5
4/28/2022,17,SC,3464860,67.3,2916467,56.6,1142653,39.2
4/28/2022,17,WV,1163951,64.9,1031147,57.5,470869,45.7
4/28/2022,17,ME,1214625,90.4,1068476,79.5,595994,55.8
4/28/2022,17,IA,2142452,67.9,1953232,61.9,1034239,53
4/28/2022,17,NJ,8020841,90.3,6711405,75.6,3176204,47.3
4/28/2022,17,NE,1358912,70.2,1229108,63.5,621280,50.5
4/28/2022,17,US,257496852,77.6,219550028,66.1,100411112,45.7
4/28/2022,17,PW,20401,94.7,18134,84.2,11348,62.6
4/28/2022,17,GA,6935504,65.3,5805736,54.7,2172027,37.4
4/27/2022,17,SC,3464622,67.3,2916316,56.6,1142580,39.2
